Author	Link	identifier
Maria Muller-Lulofs	https://www.dbnl.org/auteurs/auteur.php?id=mull064	mull064
Paul Fredericq	https://www.dbnl.org/auteurs/auteur.php?id=fred002	fred002
Elizabeth Visser	https://www.dbnl.org/auteurs/auteur.php?id=viss063	viss063
Israël Querido	https://www.dbnl.org/auteurs/auteur.php?id=quer002	quer002
Gerrit Simons	https://www.dbnl.org/auteurs/auteur.php?id=simo010	simo010
Johan de Meester	https://www.dbnl.org/auteurs/auteur.php?id=mees009	mees009
Louis Carbin	https://www.dbnl.org/auteurs/auteur.php?id=carb001	carb001
Theodoor Bernard van Lelyveld	https://www.dbnl.org/auteurs/auteur.php?id=lely005	lely005
Johanna Naber	https://www.dbnl.org/auteurs/auteur.php?id=nabe004	nabe004
Martina G. Kramers	https://www.dbnl.org/auteurs/auteur.php?id=kram023	kram023
C.B. Hylkema	https://www.dbnl.org/auteurs/auteur.php?id=hylk002	hylk002
G. van Rijnberk	https://www.dbnl.org/auteurs/auteur.php?id=rijn019	rijn019
W. de Vletter	https://www.dbnl.org/auteurs/auteur.php?id=vlet005	vlet005
M.J. Brusse	https://www.dbnl.org/auteurs/auteur.php?id=brus002	brus002
Hélène Mercier	https://www.dbnl.org/auteurs/auteur.php?id=merc011	merc011
D. Bos	https://www.dbnl.org/auteurs/auteur.php?id=bos_067	bos_067
H.L. Oort	https://www.dbnl.org/auteurs/auteur.php?id=oort009	oort009
Pieter Corbeels	https://www.dbnl.org/auteurs/auteur.php?id=corb001	corb001
Johannes Everts jr.	https://www.dbnl.org/auteurs/auteur.php?id=ever012	ever012
F. de Haan	https://www.dbnl.org/auteurs/auteur.php?id=haan004	haan004
F.A. van Engen	https://www.dbnl.org/auteurs/auteur.php?id=enge145	enge145
L.F. de Beaufort	https://www.dbnl.org/auteurs/auteur.php?id=beau034	beau034
Sara Bouterse	https://www.dbnl.org/auteurs/auteur.php?id=bout019	bout019
J.H. Blankert	https://www.dbnl.org/auteurs/auteur.php?id=blan051	blan051
Hendrik Mulder	https://www.dbnl.org/auteurs/auteur.php?id=muld027	muld027
Wilhelmus Johannes Kühler	https://www.dbnl.org/auteurs/auteur.php?id=kuhl001	kuhl001
G.A. van den Bergh van Eysinga	https://www.dbnl.org/auteurs/auteur.php?id=berg096	berg096
W.E. van Dam van Isselt	https://www.dbnl.org/auteurs/auteur.php?id=dam_021	dam_021
Johan Christiaan van Eerde	https://www.dbnl.org/auteurs/auteur.php?id=eerd003	eerd003
W. Vollgraff	https://www.dbnl.org/auteurs/auteur.php?id=voll012	voll012
G. Polvliet	https://www.dbnl.org/auteurs/auteur.php?id=polv001	polv001
Jan L. Walch	https://www.dbnl.org/auteurs/auteur.php?id=walc001	walc001
Ch.F. Haje	https://www.dbnl.org/auteurs/auteur.php?id=haje001	haje001
A. Hotz	https://www.dbnl.org/auteurs/auteur.php?id=hotz006	hotz006
Sam Goudsmit	https://www.dbnl.org/auteurs/auteur.php?id=goud005	goud005
A. Kluyver	https://www.dbnl.org/auteurs/auteur.php?id=kluy002	kluy002
L.H. Grondijs	https://www.dbnl.org/auteurs/auteur.php?id=gron014	gron014
Jan Limburg	https://www.dbnl.org/auteurs/auteur.php?id=limb075	limb075
Karel Vos	https://www.dbnl.org/auteurs/auteur.php?id=vos_058	vos_058
Jozef Israëls	https://www.dbnl.org/auteurs/auteur.php?id=isra003	isra003
Tine van Buul	https://www.dbnl.org/auteurs/auteur.php?id=buul001	buul001
Martha Johanna Hamaker	https://www.dbnl.org/auteurs/auteur.php?id=hama006	hama006
A.E. Thierens	https://www.dbnl.org/auteurs/auteur.php?id=thie030	thie030
Gustaaf D' Hondt	https://www.dbnl.org/auteurs/auteur.php?id=hond012	hond012
J.J. Salverda de Grave	https://www.dbnl.org/auteurs/auteur.php?id=salv001	salv001
J. de Jager	https://www.dbnl.org/auteurs/auteur.php?id=jage042	jage042
J.W.T. Cohen Stuart	https://www.dbnl.org/auteurs/auteur.php?id=cohe029	cohe029
H.J. Hamburger	https://www.dbnl.org/auteurs/auteur.php?id=hamb006	hamb006
W.H. Hasselbach	https://www.dbnl.org/auteurs/auteur.php?id=hass054	hass054
J.M. Hoogvliet	https://www.dbnl.org/auteurs/auteur.php?id=hoog033	hoog033
J.H. Deibel	https://www.dbnl.org/auteurs/auteur.php?id=deib001	deib001
Nicolaas Japikse	https://www.dbnl.org/auteurs/auteur.php?id=japi005	japi005
A.J.G. Maclaine Pont	https://www.dbnl.org/auteurs/auteur.php?id=macl007	macl007
Anna van Gogh-Kaulbach	https://www.dbnl.org/auteurs/auteur.php?id=gogh002	gogh002
Louis Havet	https://www.dbnl.org/auteurs/auteur.php?id=have048	have048
J. van den Bergh van Eysinga-Elias	https://www.dbnl.org/auteurs/auteur.php?id=berg091	berg091
M.H. Lem	https://www.dbnl.org/auteurs/auteur.php?id=lem_001	lem_001
A. Meyroos	https://www.dbnl.org/auteurs/auteur.php?id=meyr002	meyr002
J. Hobma	https://www.dbnl.org/auteurs/auteur.php?id=hobm001	hobm001
I. Zeehandelaar	https://www.dbnl.org/auteurs/auteur.php?id=zeeh001	zeeh001
H.P. Staal	https://www.dbnl.org/auteurs/auteur.php?id=staa027	staa027
J. Boudewijnse	https://www.dbnl.org/auteurs/auteur.php?id=boud011	boud011
J.D.C. van Dokkum	https://www.dbnl.org/auteurs/auteur.php?id=dokk001	dokk001
Leo van Puyvelde	https://www.dbnl.org/auteurs/auteur.php?id=puyv001	puyv001
Martinus Poelhekke	https://www.dbnl.org/auteurs/auteur.php?id=poel004	poel004
Samuel Pierre l' Honoré Naber	https://www.dbnl.org/auteurs/auteur.php?id=hono001	hono001
Jan Jacob Thomson	https://www.dbnl.org/auteurs/auteur.php?id=thom012	thom012
F. Schmidt-Degener	https://www.dbnl.org/auteurs/auteur.php?id=schm005	schm005
Arthur van Schendel	https://www.dbnl.org/auteurs/auteur.php?id=sche034	sche034
Johannes Aarnout Loebèr jr.	https://www.dbnl.org/auteurs/auteur.php?id=loeb003	loeb003
J.H.F. Kohlbrugge	https://www.dbnl.org/auteurs/auteur.php?id=kohl005	kohl005
H. Buringh Boekhoudt	https://www.dbnl.org/auteurs/auteur.php?id=buri002	buri002
Nico Oosterbeek	https://www.dbnl.org/auteurs/auteur.php?id=oost122	oost122
Th. van Ameide	https://www.dbnl.org/auteurs/auteur.php?id=amei001	amei001
P.N. van Eyck	https://www.dbnl.org/auteurs/auteur.php?id=eyck001	eyck001
C. te Lintum	https://www.dbnl.org/auteurs/auteur.php?id=lint007	lint007
O. Oppermann	https://www.dbnl.org/auteurs/auteur.php?id=oppe022	oppe022
P. van Romburgh	https://www.dbnl.org/auteurs/auteur.php?id=romb029	romb029
S. Bonn	https://www.dbnl.org/auteurs/auteur.php?id=bonn001	bonn001
Hendrika Boer	https://www.dbnl.org/auteurs/auteur.php?id=boer096	boer096
J.A. van Hamel	https://www.dbnl.org/auteurs/auteur.php?id=hame014	hame014
Pieter Valkhoff	https://www.dbnl.org/auteurs/auteur.php?id=valk014	valk014
Geerten Gossaert	https://www.dbnl.org/auteurs/auteur.php?id=goss001	goss001
Rommert Casimir	https://www.dbnl.org/auteurs/auteur.php?id=casi002	casi002
Johannes Benedictus Kan	https://www.dbnl.org/auteurs/auteur.php?id=kan_003	kan_003
Eltjo Aldegondus van Beresteyn	https://www.dbnl.org/auteurs/auteur.php?id=bere005	bere005
William Davids	https://www.dbnl.org/auteurs/auteur.php?id=davi027	davi027
Johanna Westerdijk	https://www.dbnl.org/auteurs/auteur.php?id=west157	west157
H.G. van der Waals	https://www.dbnl.org/auteurs/auteur.php?id=waal019	waal019
G.J. Nieuwenhuis	https://www.dbnl.org/auteurs/auteur.php?id=nieu012	nieu012
Jan Greshoff	https://www.dbnl.org/auteurs/auteur.php?id=gres002	gres002
Dorothée Buys	https://www.dbnl.org/auteurs/auteur.php?id=buys019	buys019
Jacob Israël de Haan	https://www.dbnl.org/auteurs/auteur.php?id=haan008	haan008
D. van Blom	https://www.dbnl.org/auteurs/auteur.php?id=blom002	blom002
Adriaan van Oordt	https://www.dbnl.org/auteurs/auteur.php?id=oord001	oord001
E.M. ten Cate	https://www.dbnl.org/auteurs/auteur.php?id=cate017	cate017
J.H. Holwerda	https://www.dbnl.org/auteurs/auteur.php?id=holw010	holw010
J.A.N. Knuttel	https://www.dbnl.org/auteurs/auteur.php?id=knut003	knut003
Herman Middendorp	https://www.dbnl.org/auteurs/auteur.php?id=midd005	midd005
Jan Jelles Hof	https://www.dbnl.org/auteurs/auteur.php?id=hof_001	hof_001
Nico van Suchtelen	https://www.dbnl.org/auteurs/auteur.php?id=such003	such003
Multatuli	https://www.dbnl.org/auteurs/auteur.php?id=mult001	mult001
C.J. Hasselman	https://www.dbnl.org/auteurs/auteur.php?id=hass053	hass053
J. Prinsen J.Lzn	https://www.dbnl.org/auteurs/auteur.php?id=prin012	prin012
Willem Meijer	https://www.dbnl.org/auteurs/auteur.php?id=meij022	meij022
F.M. Wibaut	https://www.dbnl.org/auteurs/auteur.php?id=wiba001	wiba001
Herman Baccaert	https://www.dbnl.org/auteurs/auteur.php?id=bacc001	bacc001
J.Ph. Vogel	https://www.dbnl.org/auteurs/auteur.php?id=voge019	voge019
P.H. van Moerkerken jr.	https://www.dbnl.org/auteurs/auteur.php?id=moer010	moer010
H.N. de Fremery	https://www.dbnl.org/auteurs/auteur.php?id=frem013	frem013
Jac. P. Thijsse	https://www.dbnl.org/auteurs/auteur.php?id=thij015	thij015
J.B. Kan	https://www.dbnl.org/auteurs/auteur.php?id=kan_007	kan_007
Jan Slingenberg	https://www.dbnl.org/auteurs/auteur.php?id=slin017	slin017
H.F. Jonkman	https://www.dbnl.org/auteurs/auteur.php?id=jonk030	jonk030
G.J. Heering	https://www.dbnl.org/auteurs/auteur.php?id=heer033	heer033
J.J. Tesch	https://www.dbnl.org/auteurs/auteur.php?id=tesc001	tesc001
P. Otten	https://www.dbnl.org/auteurs/auteur.php?id=otte006	otte006
Coen Hissink	https://www.dbnl.org/auteurs/auteur.php?id=hiss003	hiss003
J.J. Bekaar	https://www.dbnl.org/auteurs/auteur.php?id=beka007	beka007
Wilhelm Loeb	https://www.dbnl.org/auteurs/auteur.php?id=loeb002	loeb002
C. van Vollenhoven	https://www.dbnl.org/auteurs/auteur.php?id=voll004	voll004
Ina Boudier-Bakker	https://www.dbnl.org/auteurs/auteur.php?id=boud007	boud007
Aart van der Leeuw	https://www.dbnl.org/auteurs/auteur.php?id=leeu003	leeu003
J.D. Bierens de Haan	https://www.dbnl.org/auteurs/auteur.php?id=bier001	bier001
Nicolaas Messchaert	https://www.dbnl.org/auteurs/auteur.php?id=mess009	mess009
A.S. van Oven	https://www.dbnl.org/auteurs/auteur.php?id=oven007	oven007
Just Havelaar	https://www.dbnl.org/auteurs/auteur.php?id=have002	have002
Frederik Daniel Eduard van Ossenbruggen	https://www.dbnl.org/auteurs/auteur.php?id=osse008	osse008
Hendrik Onnen	https://www.dbnl.org/auteurs/auteur.php?id=onne002	onne002
Karel van de Woestijne	https://www.dbnl.org/auteurs/auteur.php?id=woes002	woes002
Jan de Gruyter	https://www.dbnl.org/auteurs/auteur.php?id=gruy003	gruy003
Johan Toot	https://www.dbnl.org/auteurs/auteur.php?id=toot001	toot001
Johan Huizinga	https://www.dbnl.org/auteurs/auteur.php?id=huiz003	huiz003
H.L. de Beaufort	https://www.dbnl.org/auteurs/auteur.php?id=beau016	beau016
Richard Roland Holst	https://www.dbnl.org/auteurs/auteur.php?id=rola002	rola002
Th.M. Roest van Limburg	https://www.dbnl.org/auteurs/auteur.php?id=roes011	roes011
C.E. Hooykaas	https://www.dbnl.org/auteurs/auteur.php?id=hooy006	hooy006
H. Burger	https://www.dbnl.org/auteurs/auteur.php?id=burg085	burg085
Willem Kalma	https://www.dbnl.org/auteurs/auteur.php?id=kalm013	kalm013
H.J.C.G. Eilbracht	https://www.dbnl.org/auteurs/auteur.php?id=eilb004	eilb004
J. Bosboom Nz.	https://www.dbnl.org/auteurs/auteur.php?id=bosb004	bosb004
Eduard Thorn Prikker	https://www.dbnl.org/auteurs/auteur.php?id=thor001	thor001
J. Philip van Goethem	https://www.dbnl.org/auteurs/auteur.php?id=goet007	goet007
Annie Salomons	https://www.dbnl.org/auteurs/auteur.php?id=salo001	salo001
H.J. Westerling	https://www.dbnl.org/auteurs/auteur.php?id=west158	west158
Jacobus Gerardus Veldheer	https://www.dbnl.org/auteurs/auteur.php?id=veld069	veld069
M.H. van Campen	https://www.dbnl.org/auteurs/auteur.php?id=camp006	camp006
Ernst Heldring	https://www.dbnl.org/auteurs/auteur.php?id=held007	held007
Marie Loke	https://www.dbnl.org/auteurs/auteur.php?id=loke008	loke008
J.C. Hol	https://www.dbnl.org/auteurs/auteur.php?id=hol_008	hol_008
Johan van Meurs	https://www.dbnl.org/auteurs/auteur.php?id=meur055	meur055
Peter Spaan	https://www.dbnl.org/auteurs/auteur.php?id=spaa005	spaa005
N.H. Swellengrebel	https://www.dbnl.org/auteurs/auteur.php?id=swel007	swel007
A.W. Weissman	https://www.dbnl.org/auteurs/auteur.php?id=weis006	weis006
Anton Reinhard Falck	https://www.dbnl.org/auteurs/auteur.php?id=falc001	falc001
C. Kramer	https://www.dbnl.org/auteurs/auteur.php?id=kram032	kram032
Leonie van Nierop	https://www.dbnl.org/auteurs/auteur.php?id=nier027	nier027
C. Pekelharing	https://www.dbnl.org/auteurs/auteur.php?id=peke007	peke007
J.J.B. Elzinga	https://www.dbnl.org/auteurs/auteur.php?id=elzi002	elzi002
Johan Wesselink	https://www.dbnl.org/auteurs/auteur.php?id=wess035	wess035
J. Berlage	https://www.dbnl.org/auteurs/auteur.php?id=berl006	berl006
H.P.N. Muller	https://www.dbnl.org/auteurs/auteur.php?id=mull034	mull034
J.D. van der Waals	https://www.dbnl.org/auteurs/auteur.php?id=waal018	waal018
J. Rietema	https://www.dbnl.org/auteurs/auteur.php?id=riet005	riet005
Jan Overduin	https://www.dbnl.org/auteurs/auteur.php?id=over007	over007
Gerrit Kalff jr.	https://www.dbnl.org/auteurs/auteur.php?id=kalf004	kalf004
Jo van Ammers-Küller	https://www.dbnl.org/auteurs/auteur.php?id=amme001	amme001
E. W. Holthuysen	https://www.dbnl.org/auteurs/auteur.php?id=holt002	holt002
M.A. van Herwerden	https://www.dbnl.org/auteurs/auteur.php?id=herw004	herw004
J.G. Sleeswijk	https://www.dbnl.org/auteurs/auteur.php?id=slee010	slee010
Frans Bastiaanse	https://www.dbnl.org/auteurs/auteur.php?id=bast003	bast003
A.W. van Renterghem	https://www.dbnl.org/auteurs/auteur.php?id=rent009	rent009
François Pauwels	https://www.dbnl.org/auteurs/auteur.php?id=pauw011	pauw011
Jan Prins	https://www.dbnl.org/auteurs/auteur.php?id=prin006	prin006
P.F.H. Fromberg	https://www.dbnl.org/auteurs/auteur.php?id=from003	from003
G.J. Hoogewerff	https://www.dbnl.org/auteurs/auteur.php?id=hoog020	hoog020
C. Kramer	https://www.dbnl.org/auteurs/auteur.php?id=kram001	kram001
J. de Wit	https://www.dbnl.org/auteurs/auteur.php?id=wit_005	wit_005
F. de Sinclair	https://www.dbnl.org/auteurs/auteur.php?id=sinc001	sinc001
Gerard van den Hoek	https://www.dbnl.org/auteurs/auteur.php?id=hoek002	hoek002
Jan J. Zeldenthuis	https://www.dbnl.org/auteurs/auteur.php?id=zeld002	zeld002
Frank Gericke	https://www.dbnl.org/auteurs/auteur.php?id=geri001	geri001
Zadok Stokvis	https://www.dbnl.org/auteurs/auteur.php?id=stok010	stok010
A.H. Blaauw	https://www.dbnl.org/auteurs/auteur.php?id=blaa011	blaa011
Kornelis Sneyders de Vogel	https://www.dbnl.org/auteurs/auteur.php?id=sney002	sney002
G.C.J. Vosmaer	https://www.dbnl.org/auteurs/auteur.php?id=vosm012	vosm012
C.A. van Manen	https://www.dbnl.org/auteurs/auteur.php?id=mane008	mane008
C. Becker	https://www.dbnl.org/auteurs/auteur.php?id=beck030	beck030
F.E. Posthumus Meyjes	https://www.dbnl.org/auteurs/auteur.php?id=post009	post009
Tannelie Blom	https://www.dbnl.org/auteurs/auteur.php?id=blom003	blom003
F.W.J.G. Snijder van Wissenkerke	https://www.dbnl.org/auteurs/auteur.php?id=snij010	snij010
Matthée Corneille Valeton	https://www.dbnl.org/auteurs/auteur.php?id=vale021	vale021
L.L.C.M. van Outhoorn	https://www.dbnl.org/auteurs/auteur.php?id=outh006	outh006
Jan van Rossem	https://www.dbnl.org/auteurs/auteur.php?id=ross051	ross051
Joseph Loopuit	https://www.dbnl.org/auteurs/auteur.php?id=loop001	loop001
Halbe Binnerts	https://www.dbnl.org/auteurs/auteur.php?id=binn010	binn010
Pieter Willem de Koning	https://www.dbnl.org/auteurs/auteur.php?id=koni013	koni013
Jean-Pierre van Rossem	https://www.dbnl.org/auteurs/auteur.php?id=ross012	ross012
Top Naeff	https://www.dbnl.org/auteurs/auteur.php?id=naef002	naef002
A. van Collem	https://www.dbnl.org/auteurs/auteur.php?id=coll001	coll001
Em. Querido	https://www.dbnl.org/auteurs/auteur.php?id=quer001	quer001
G.P. Frets	https://www.dbnl.org/auteurs/auteur.php?id=fret003	fret003
Th. de Meester	https://www.dbnl.org/auteurs/auteur.php?id=mees049	mees049
Tobie Goedewaagen	https://www.dbnl.org/auteurs/auteur.php?id=goed005	goed005
W. Nolen	https://www.dbnl.org/auteurs/auteur.php?id=nole013	nole013
Wally Moes	https://www.dbnl.org/auteurs/auteur.php?id=moes001	moes001
D. Fock	https://www.dbnl.org/auteurs/auteur.php?id=fock034	fock034
P. van Schilfgaarde	https://www.dbnl.org/auteurs/auteur.php?id=schi057	schi057
W. de Sitter	https://www.dbnl.org/auteurs/auteur.php?id=sitt003	sitt003
Karel Wasch	https://www.dbnl.org/auteurs/auteur.php?id=wasc001	wasc001
Johan W. Schotman	https://www.dbnl.org/auteurs/auteur.php?id=scho047	scho047
Jac. D. Huizinga	https://www.dbnl.org/auteurs/auteur.php?id=huiz016	huiz016
S. Pinkhof	https://www.dbnl.org/auteurs/auteur.php?id=pink001	pink001
C. van Vollenhoven	https://www.dbnl.org/auteurs/auteur.php?id=voll014	voll014
A.A.H. Struycken	https://www.dbnl.org/auteurs/auteur.php?id=stru024	stru024
A.J. Wensinck	https://www.dbnl.org/auteurs/auteur.php?id=wens003	wens003
B.C.J. Loder	https://www.dbnl.org/auteurs/auteur.php?id=lode018	lode018
Käthe Mussche	https://www.dbnl.org/auteurs/auteur.php?id=muss013	muss013
J.P. Kuenen	https://www.dbnl.org/auteurs/auteur.php?id=kuen002	kuen002
K. Jansma	https://www.dbnl.org/auteurs/auteur.php?id=jans314	jans314
Jac. van Looy	https://www.dbnl.org/auteurs/auteur.php?id=looy001	looy001
C.T. van Valkenburg	https://www.dbnl.org/auteurs/auteur.php?id=valk029	valk029
S. Ritsema van Eck	https://www.dbnl.org/auteurs/auteur.php?id=rits006	rits006
R. de Josselin de Jong	https://www.dbnl.org/auteurs/auteur.php?id=joss009	joss009
Jan van Nijlen	https://www.dbnl.org/auteurs/auteur.php?id=nijl003	nijl003
Henri van Booven	https://www.dbnl.org/auteurs/auteur.php?id=boov001	boov001
Jelte Dijkstra	https://www.dbnl.org/auteurs/auteur.php?id=dijk022	dijk022
P.H. Ritter jr.	https://www.dbnl.org/auteurs/auteur.php?id=ritt001	ritt001
H.J. Kiewiet de Jonge	https://www.dbnl.org/auteurs/auteur.php?id=kiew001	kiew001
J.J. Boasson	https://www.dbnl.org/auteurs/auteur.php?id=boas004	boas004
J.M. van IJssel de Schepper-Becker	https://www.dbnl.org/auteurs/auteur.php?id=ijss001	ijss001
Adriaan J. Barnouw	https://www.dbnl.org/auteurs/auteur.php?id=barn005	barn005
P. Geyl	https://www.dbnl.org/auteurs/auteur.php?id=geyl001	geyl001
Petrus Raëskin	https://www.dbnl.org/auteurs/auteur.php?id=raes005	raes005
M.J. Sirks	https://www.dbnl.org/auteurs/auteur.php?id=sirk002	sirk002
Frits Hopman	https://www.dbnl.org/auteurs/auteur.php?id=hopm001	hopm001
Dirk Merens	https://www.dbnl.org/auteurs/auteur.php?id=mere014	mere014
Herman Lysen	https://www.dbnl.org/auteurs/auteur.php?id=lyse001	lyse001
J. van Oudshoorn	https://www.dbnl.org/auteurs/auteur.php?id=ouds001	ouds001
Isidoor Teirlinck	https://www.dbnl.org/auteurs/auteur.php?id=teir002	teir002
J. de Marees van Swinderen	https://www.dbnl.org/auteurs/auteur.php?id=mare029	mare029
R.A. Verweij	https://www.dbnl.org/auteurs/auteur.php?id=verw042	verw042
Meint Joustra	https://www.dbnl.org/auteurs/auteur.php?id=jous004	jous004
E.C. van Dorp	https://www.dbnl.org/auteurs/auteur.php?id=dorp026	dorp026
W. Elink Schuurman	https://www.dbnl.org/auteurs/auteur.php?id=elin009	elin009
A. van Hengel	https://www.dbnl.org/auteurs/auteur.php?id=heng025	heng025
G.F.E. Gonggrijp	https://www.dbnl.org/auteurs/auteur.php?id=gong002	gong002
Multavidi	https://www.dbnl.org/auteurs/auteur.php?id=mult002	mult002
W.B. Kristensen	https://www.dbnl.org/auteurs/auteur.php?id=kris005	kris005
H. van Loon	https://www.dbnl.org/auteurs/auteur.php?id=loon032	loon032
Dan. de Lange jr.	https://www.dbnl.org/auteurs/auteur.php?id=lang053	lang053
C. Lekkerkerker	https://www.dbnl.org/auteurs/auteur.php?id=lekk002	lekk002
J. Rietsema	https://www.dbnl.org/auteurs/auteur.php?id=riet034	riet034
Marie Schmitz	https://www.dbnl.org/auteurs/auteur.php?id=schm016	schm016
H. Oort	https://www.dbnl.org/auteurs/auteur.php?id=oort013	oort013
J.A. Eigeman	https://www.dbnl.org/auteurs/auteur.php?id=eige004	eige004
A.H.M.J. van Kan	https://www.dbnl.org/auteurs/auteur.php?id=kan_005	kan_005
Willem Jan Mari van Eysinga	https://www.dbnl.org/auteurs/auteur.php?id=eysi001	eysi001
Martin Albers	https://www.dbnl.org/auteurs/auteur.php?id=albe006	albe006
A.C. Josephus Jitta	https://www.dbnl.org/auteurs/auteur.php?id=jose008	jose008
K.H. Roessingh	https://www.dbnl.org/auteurs/auteur.php?id=roes010	roes010
G. Titta Rosa	https://www.dbnl.org/auteurs/auteur.php?id=titt001	titt001
S.H. de Roos	https://www.dbnl.org/auteurs/auteur.php?id=roos004	roos004
Laurens van der Waals	https://www.dbnl.org/auteurs/auteur.php?id=waal008	waal008
