identifier	birthCountry_json	deathCountry_json
hoet015		
hoet020		
hoet023		
hoev004	Nederland	Nederland
hoev007	Nederland	
hoev009	Nederland	Nederland
hoev014		
hoev015		
hoev042		
hofd001	Nederland	Nederland
hoff003		
hoff014	Nederland	Duitsland
hoff017		
hoff018		
hofl002	Nederland	Nederland
hofm001		
hofm009	Nederland	
hofm013		
hofm030		
hofs005	Nederland	Nederland
hofs015		
hofs016		
hofs022		
hoft001		
hoft003		
hof_001	Nederland	Nederland
hoge002		
hoge008		
hoge012		
hoge017	Nederland	Nederland
hoge018	Nederland	Duitsland
hoge019		
hoge020	Nederland	
hoge022		
hoge023		
hoge071		
hoin002		
hoje001	Indonesië	Nederland
hojh001		
hokw001		
holb004	Noorwegen	Denemarken
hold010	Duitsland	Duitsland
holi003		
holk002	Nederland	Nederland
holk003	Nederland	Nederland
holl001	Nederland	
holl017	Nederland	Nederland
holl019		
holl020		
holl021	Nederland	Nederland
holl022	Nederland	Nederland
holl023	België (Wallonië)	Nederland
holl024		
holl069		
holl076		
holl100		
holl103		
holl110	Nederland	Nederland
holm007	Verenigde Staten	Nederland
hols001	Nederland	Nederland
hols006	Nederland	Nederland
holt002		
holt009	Nederland	
holt014	Nederland	Nederland
holt072		
holt074		
holt081		
holt083		
holt097		
holv001	België (Wallonië)	
holw005		
holw010		
holz003		
holz010	Polen	Polen
hol_001	Nederland	Nederland
hol_008		
homb010		
home001		
hom_001		
hond012	België (Wallonië)	België (Wallonië)
honi002	Nederland	Nederland
honi003		
hono001	Nederland	Nederland
hons002		
hont002		
hooc002	Nederland	
hoof084		
hoof090		
hoog002	Nederland	Nederland
hoog007		
hoog012	België (Wallonië)	België (Wallonië)
hoog016		
hoog020	Nederland	Italië
hoog031		
hoog033	Nederland	Nederland
hoog046	Nederland	
hoog061		
hoog116		
hoog152		
hoog163		
hooi007	Nederland	Nederland
hool008	België (Wallonië)	
hoon004	België (Wallonië)	
hoon006		
hoop003	Nederland	Nederland
hoop005	Nederland	
hoop031		
hoor006	Nederland	Nederland
hoor009	Nederland	Nederland
hoor010		
hoor020		
hoor021		
hooy002	Nederland	Nederland
hooy004	Nederland	Nederland
hooy006	Nederland	
hooy007	Nederland	Nederland
hooy008		
hopk002	Groot-Brittannië (en Noord-Ierland)	Ierland
hopm001	Nederland	Nederland
hopp001		
hora001	Nederland	
hora005	Nederland	
hora006	Nederland	Nederland
hora007	Italië	Italië
horb003		
hore012		
horn002		
horn032		
horn051		
hors005		
hors006		
hors009	Nederland	
hors010		
hors012	Nederland	Nederland
hors023	Nederland	
hors026		
hors027	Nederland	
hors028		
hors095		
hosd002	België (Wallonië)	België (Wallonië)
hose001		
host002	België (Wallonië)	
host006	België (Wallonië)	België (Wallonië)
host011		
hott001		
hotz001	Nederland	Nederland
hotz006		
houb023		
houc003	Nederland	Nederland
houp001		
hout025	Nederland	Nederland
hout027	Nederland	Nederland
hout034		
hout035		
hout038		
hout041		
hout042		
hout100	België (Wallonië)	België (Wallonië)
hout113		
hout114	België (Wallonië)	België (Wallonië)
hout115		
hout119		
hout155		
hout165		
houw006	Nederland	
houw008	Nederland	Nederland
houw011		
houw013	Indonesië	Nederland
hove006	Nederland	
hove063		
hovi002	Nederland	
hovr002	België (Wallonië)	België (Wallonië)
hovy001		
howe001	Nederland	Nederland
howe003		
hoye002		
hsuu001	China	
huar005	Nederland	Nederland
hube003		Nederland
hube007	Nederland	
hube009	Nederland	Nederland
hube047	Nederland	
hube057		
hubr002	Nederland	Nederland
hubr003	Nederland	
hubr005		
hudi001	Nederland	
hudi003	Nederland	Nederland
huel001	Nederland	Nederland
huet002	Nederland	Nederland
huet005	Nederland	Nederland
huet016	België (Wallonië)	
huet026		
huff011		
huff013		
huge002	Nederland	Nederland
huge003	Nederland	Verenigde Staten
huge004	Nederland	Nederland
huge005		
huge017		
huge022	Nederland	
hugh007	Groot-Brittannië (en Noord-Ierland)	Groot-Brittannië (en Noord-Ierland)
hugo013		
huig002		
huij003	Nederland	
huij005		
huis008	Nederland	Nederland
huis009		
huis011		
huis019		
huiz003	Nederland	Nederland
huiz004	Nederland	Nederland
huiz009		
huiz010	Nederland	Nederland
huiz011		
huiz016	Nederland	Nederland
huiz019	Nederland	Nederland
huiz031	Nederland	
huiz040		
hulk004		
hull002	België (Wallonië)	
hull004	Nederland	Nederland
hull005	Nederland	
hull006	Nederland	
hull015		
huls001		
huls005		
huls008	Nederland	Canada
huls009		
huls024		
huls052	Duitsland	
huls058		
huls070		
huls096		
huls113		
hult006		
hulz002	Nederland	Nederland
hulz003		
hulz005	Nederland	
humm001	Nederland	Nederland
humm006		
huni001	Duitsland	
huni005		
hunn002	Nederland	
hunt003	Groot-Brittannië (en Noord-Ierland)	Groot-Brittannië (en Noord-Ierland)
hupp004		
husa001		
husk002	Nederland	Nederland
huss001	Nederland	Nederland
huts001		
hutt002		
huyb026		
huyb027		
huyg001	Nederland	Nederland
huyg005	Nederland	
huyg006	Nederland	Nederland
huyg021		
huyg051		
huyg052		
huyg058	België (Wallonië)	
huyg063		
huys003		
huys004	België (Wallonië)	België (Wallonië)
huys013	België (Wallonië)	
huys014	Nederland	Nederland
hylk002	Nederland	
ianc001	Moldavië	Frankrijk
ians001	Nederland	
Ian_002	België (Wallonië)	
ibsc001		
idem001	Nederland	
idem005		
iden002	Nederland	
iden003	Nederland	Nederland
idse001	Nederland	Nederland
iers002	Nederland	
igna001		
ijse001		
ijss001	Nederland	
ijze003		
illa001	Litouwen	Polen
illi001	Oostenrijk	Duitsland
imbe003	België (Wallonië)	België (Wallonië)
immi003		
inde002	België (Wallonië)	België (Wallonië)
inde004		
inde005		België (Wallonië)
inge003	Nederland	
insi001	België (Wallonië)	België (Wallonië)
insi006		
ioan001		
isaa004		
isac001	België (Wallonië)	België (Wallonië)
isac002	België (Wallonië)	België (Wallonië)
isac005	België (Wallonië)	België (Wallonië)
iseb001		
iseg001	België (Wallonië)	
isin001	Nederland	Nederland
isin004		
isma002		
isra003	Nederland	Nederland
iste001	België (Wallonië)	
ital001	Duitsland	Duitsland
iter004		
itte001	België (Wallonië)	Roemenië
itte002		
ivan006		
iven001	België (Wallonië)	
iven003	Nederland	Frankrijk
iwas001	Oekraïne	Polen
iwem001		
jaar001	Nederland	
jacc002		
jacc003	Zwitserland	
jaci001	Angola	Portugal
jack005		
jaco002	België (Wallonië)	België (Wallonië)
jaco005		Zuid-Afrika
jaco012		
jaco016		
jaco019	Nederland	Nederland
jaco024		
jaco042		
jaco043		
jaco044	België (Wallonië)	België (Wallonië)
jaco045	Nederland	Nederland
jaco048	Nederland	
jaco049		
jaco050		
jaco091		
jaco145		
jaeg007		
jaeg012		
jaeg014	Nederland	Nederland
jaeg017		
jaff001	Duitsland	
jage001		
jage003	Nederland	Nederland
jage006	Nederland	Nederland
jage007		
jage011		
jage014		
jage015	Nederland	
jage016		
jage018		
jage029		
jage042		
jagt001	Indonesië	
jagt005		
jagt010		
jame004		
jame009	Caribisch deel van het Nederlandse Koninkrijk	
jand002		
jans001		België (Wallonië)
jans004	Nederland	Nederland
jans006	Nederland	
jans008	Nederland	
jans016		
jans020	Nederland	
jans024		
jans025	Nederland	Nederland
jans028	Nederland	Nederland
jans030		
jans033		
jans036	België (Wallonië)	België (Wallonië)
jans039	Nederland	Nederland
jans040	Nederland	Frankrijk
jans041	België (Wallonië)	België (Wallonië)
jans043	Frankrijk	Frankrijk
jans044	Nederland	
jans048		
jans051		
jans053	België (Wallonië)	
jans059		
jans061	België (Wallonië)	
jans064	België (Wallonië)	
jans069	Nederland	Nederland
jans096		
jans098	Nederland	Nederland
jans099		
jans103		
jans109		
jans112		
jans113		
jans114	Nederland	Nederland
jans115		
jans116	België (Wallonië)	Nederland
jans119	België (Wallonië)	België (Wallonië)
jans120		
jans121		
jans226		Nederland
jans227		
jans230		
jans235		
jans237	Nederland	
jans240		
jans241		
jans305	Nederland	Nederland
jans306	Nederland	Nederland
jans314	Nederland	Nederland
jans317	België (Wallonië)	België (Wallonië)
jans318		
jans360		
jans390		
jans394	België (Wallonië)	België (Wallonië)
jans396		
jans431		
jans449		
jans450		
jans469		
jant003		
janz011		
japi002		
japi003	Nederland	Nederland
japi005	Nederland	Nederland
jasn001	Polen	Groot-Brittannië (en Noord-Ierland)
jasp002	Nederland	
jasp004		
jast001	Polen	Polen
jaul001		
jeju001		
jelg003		
jelg004	Nederland	Nederland
jell001	Nederland	Nederland
jels002	Nederland	
jenn004		
jens007	Denemarken	
jens014		
jesp008		
job_001		
joch003		
joek001	Nederland	Nederland
joha007		
john001		
joll001	Nederland	Duitsland
jonc002	Nederland	Nederland
jonc003	Nederland	Duitsland
jonc005	België (Wallonië)	België (Wallonië)
jonc011		
jonc041		
jong002		
jong010		
jong011	Nederland	Nederland
jong012	Nederland	Nederland
jong013	Nederland	Verenigde Staten
jong018		
jong019		
jong027		
jong030	Nederland	Nederland
jong033		
jong036	Duitsland	Nederland
jong037		
jong038	Nederland	
jong044	Nederland	
jong045	Nederland	Nederland
jong047		
jong048	Nederland	Nederland
jong049	Nederland	
jong053		
jong058	Nederland	
jong066	Nederland	
jong069	Nederland	
jong073		
jong082		
jong091	Nederland	
jong099	Nederland	Nederland
jong118	Nederland	
jong124	Nederland	Nederland
jong126	Nederland	Nederland
jong135		
jong137		
jong140		
jong142	Nederland	Nederland
jong148	Nederland	
jong149		
jong150		
jong151		
jong152		
jong153		
jong212		
jong219		
jong222		
jong223	Nederland	Duitsland
jong230		Nederland
jong233		
jong237		
jong260	Nederland	Nederland
jong311		
jong317	Nederland	Nederland
jong325		
jong350		
jong362		
jong371		
jong435		
jong437		
jonk007	Zuid-Afrika	Zuid-Afrika
jonk009		
jonk015		
jonk022		
jonk023		
jonk030		
jonk039		
jonk046		
jons001		
joor001	België (Wallonië)	
joor005	België (Wallonië)	België (Wallonië)
joos001	België (Wallonië)	België (Wallonië)
joos006	Nederland	
joos008		
joos011	Nederland	Nederland
joos012		
joos015		
jorg003	Denemarken	
jori002	België (Wallonië)	
jori007	Nederland	Nederland
jori008		
jorr001		
jose008	Nederland	Nederland
jose011		
joss001	Nederland	Nederland
joss003		
joss006		
joss009		
jous004	Nederland	Nederland
jouv001		
joyc002	Ierland	Zwitserland
joye001		
jozs001		
juff001		
juli001	Caribisch deel van het Nederlandse Koninkrijk	Caribisch deel van het Nederlandse Koninkrijk
juli002	Nederland	Nederland
juli005	Nederland	Nederland
juli014		
jull002		
jung006		
juni004	Zuid-Afrika	Nederland
juta001		
juyi001	China	
juyn001		
juyn002		Nederland
juyn003	Nederland	Nederland
juyn012	Nederland	Nederland
kaal004		
kaas007		
kaat002		
kaay001	Nederland	Nederland
kade002		
kaij002	Finland	Finland
kais002	Nederland	Nederland
kais003	Nederland	Nederland
kais011		
kald005		
kale001		
kalf001	Nederland	Nederland
kalf003	Nederland	Duitsland
kalf004	Nederland	Nederland
kalf005		
kalf009		
kali004		
kalm001	Nederland	Nederland
kalm003	Nederland	Nederland
kalm004	Nederland	Nederland
kalm006	Nederland	
kalm008		
kalm013		
kalt005		
kama002		
kame002	Nederland	Nederland
kame003	Nederland	Nederland
kame006	Nederland	Nederland
kamp006	Nederland	Nederland
kamp007	Nederland	Nederland
kamp016	Nederland	
kamp072	Duitsland	Duitsland
kams003	Nederland	
kam_012		
kann001		
kann003	Zuid-Afrika	Zuid-Afrika
kant002	Nederland	Nederland
kant005	Nederland	Nederland
kant019		
kan_001		
kan_002	Nederland	Nederland
kan_003	Nederland	Nederland
kan_004	Nederland	
kan_005	Nederland	Nederland
kan_007	Nederland	Nederland
kan_008		
kape001		
kapl002	Rusland	Nederland
kapp002		
kapp004	Nederland	Nederland
kapp014		
kapp015		
kapp018		
kapt004	Nederland	
kapt017		
kari001	Hongarije	Hongarije
karn001		
karn002	Nederland	Nederland
karp002		
kars002		
kars003	Nederland	Zuid-Afrika
kars009		
kart003	Indonesië	Indonesië
kass001	Nederland	
kass002	Nederland	
kas_001		
kata001	Oostenrijk	Oostenrijk
kate001	Nederland	Nederland
kate004	Nederland	Tunesië
kats001	Nederland	
kat_014		
kat_019	Nederland	Nederland
kaut003		
kava001	Egypte	Egypte
kaye001		
kaze001	Nederland	Nederland
kaze002	Nederland	Nederland
keat002	Groot-Brittannië (en Noord-Ierland)	Italië
kebl002	Nederland	
keek001	Nederland	Nederland
keer004	België (Wallonië)	België (Wallonië)
kees001	Nederland	Nederland
kees009	Verenigde Staten	
keij005	Nederland	
keij008		
kelk001	Nederland	Nederland
kell004	Nederland	Nederland
kell005	Nederland	
keme002		
kemp002	België (Wallonië)	België (Wallonië)
kemp004	Nederland	Nederland
kemp005	Nederland	Nederland
kemp006		
kemp009	Nederland	
kemp011	Nederland	
kemp012		
kemp017		
kemp034		
kemp036		
kemp072		
kemp103		
kemp104		
keni003		
kens001	Suriname	
kepp002	Nederland	
kerb007		
kerc003		
kerc004	België (Wallonië)	België (Wallonië)
kerc012		
kerc013		
kerc042		
kerk001		
kerk006		
kerk007	Nederland	
kerk011		
kerk012		
kerk026		
kern002	Indonesië	Nederland
kern005	Nederland	Nederland
kern006		
kern008	Nederland	Nederland
kers007		
kers013	Nederland	Nederland
kers014		
kers015	Nederland	Nederland
kers025		
kerv004		
kese001		
kess005	Nederland	Nederland
kess040		
kest003		
kest013		
kest027		
ketn001		
kets001		
kett001		
kett004	Nederland	Nederland
kett007	Duitsland	
keuc008		
keul001	Tunesië	
keul003	Nederland	Nederland
keul007		
keul038		
keun002		
keun009	België (Wallonië)	België (Wallonië)
keus002		
keus003		
keym003	België (Wallonië)	
keym009		
keym010		
keys004	België (Wallonië)	België (Wallonië)
keys012	België (Wallonië)	
keyz014	België (Wallonië)	
kgot001	Zuid-Afrika	
khay001	Iran	
kibe001	Hongarije	Duitsland
kief001		
kief003		
kieh001	Nederland	Nederland
kiel002	Nederland	
kiel003	Nederland	Nederland
kiel012		
kien001		
kiev007	Nederland	
kiew001	Nederland	Zwitserland
kiew003	Nederland	Indonesië
kijz001	Nederland	
kili005		
kili009		
kils001		
kind006	Nederland	
kind009	Nederland	Nederland
kine001		
king001	Groot-Brittannië (en Noord-Ierland)	
king002		
king014		
kipl002	India	
kips001	Nederland	Nederland
kirc005		
kirc008		
kirs002		
kirs003	België (Wallonië)	België (Wallonië)
kita001		
kive002	Indonesië	Indonesië
klaa018		
klan001	Nederland	Nederland
klan002		
klap001		
klav008		
klee011		
klee012	Nederland	Nederland
klei010		
klei013		
klei019		
klei021		
klei023	Nederland	Nederland
klei024		
klei038		
klei042		
klei049	Nederland	Nederland
klei053		
kler001	Nederland	
kler002	Nederland	
kler024		
kley019		
klim001	Polen	
klin001	Nederland	
klin002		
klin015		
klin030		
klin031		
klin049		
kloe003	Nederland	
kloe004	Nederland	Nederland
kloe010		
kloe032		
kloo001		
kloo003	Nederland	Nederland
kloo004	Indonesië	Nederland
kloo008	Nederland	
klop001	Indonesië	Zwitserland
klui001	Nederland	Nederland
klui003	Nederland	Nederland
klui012		
kluy001	Nederland	Nederland
kluy002		
kluy005	België (Wallonië)	België (Wallonië)
knap005	Nederland	Nederland
knap006	Nederland	Nederland
knap008		
knap017		
knee001	Nederland	
knee002		
knep001	Nederland	Nederland
knet001	Nederland	Nederland
knip001	Nederland	Nederland
knip004	Nederland	
knol002		
knol004	Nederland	Nederland
knol006		
knoo003	Nederland	Nederland
knoo004		Nederland
knoo012		
knop001	Nederland	
knop003	Nederland	
knop007	België (Wallonië)	
knot002	Nederland	Nederland
knut002	Indonesië	
knut003	Nederland	Nederland
knut004	Nederland	Nederland
knut005	Nederland	Nederland
knut007	Nederland	Nederland
knuv001	Nederland	Nederland
knuv002	Nederland	
kobu002		
koch002		
koch008		
koch019	Nederland	Nederland
koch022		
koch028		
kock029		
kock031		
kock034		
koec001	België (Wallonië)	Nederland
koed006		
koef001		
koej001		
koek003		
koek004	Nederland	Nederland
koek009	Nederland	Nederland
koek017		
koel003	Nederland	Nederland
koel004	Nederland	
koel012		
koem004		
koen006	Nederland	Nederland
koen012		
koen038		
koes006	Rusland	
koet006	Verenigde Staten	Nederland
koet014		
koev003	Nederland	
koe_001	Nederland	Nederland
kohl003		
kohl005		
kohl009		
kohn001	Nederland	
kohn003	Duitsland	Nederland
koh_001		
koks001		
kok_001	Nederland	
kok_002	Singapore	
kok_015	Nederland	
kok_018		
kok_021	Nederland	Nederland
kok_032		
kola001	Polen	Groot-Brittannië (en Noord-Ierland)
kolf002		
kolk010		
kolk015		
koll003	Nederland	Nederland
koll004	Nederland	
kolt003		
kol_001	Nederland	Nederland
kol_002	Nederland	België (Wallonië)
